n01797886_8416,n01807496_6388
n02815834_778,n03733805_1638
n01797886_9057,n01807496_7574
n02749479_5800,n04090263_11027
n04264628_24034,n04505470_4262
n03773504_3928,n04008634_3726
n02895154_7227,n03146219_3360
n02504013_4359,n02504458_5245
n02097474_16822,n02098413_21295
n02099601_4654,n02099712_4613
n02395406_19207,n02396427_11281
n02412080_1495,n02415577_1800
n02492035_12003,n02492660_10440
n01514668_22143,n01514859_10432
n03127925_9729,n03995372_7476
n03710637_7834,n03710721_13671
n02808440_4471,n04493381_2708
n02669723_4682,n03787032_4545
n03710637_2533,n03710721_5456
n01797886_15641,n01807496_5581
n02128385_6606,n02128757_18982
n02808440_14701,n04493381_8858
n02669723_2366,n03787032_2314
n02113023_806,n02113186_665
n02978881_4913,n02979186_13661
n03782006_17331,n04152593_1863
n03782006_13202,n04152593_37708
n03773504_2725,n04008634_17408
n02101556_2129,n02102480_4462
n02085620_4260,n04259630_3070
n02097474_4172,n02108551_2998
n03782006_31852,n04152593_63512
n02093428_19788,n02110806_6556
n03633091_3360,n04332243_4774
n01665541_16199,n01667778_12182
n03125729_9873,n03131574_28364
n04264628_6668,n04505470_3254
n03773504_21983,n04008634_20989
n02096585_686,n02108422_300
n01739381_685,n01749939_3328
n02085782_8072,n02086910_15508
n02690373_3821,n04592741_4467
n03773504_2531,n04008634_17253
n03710637_11145,n03710721_22659
n02669723_6218,n03787032_5890
n01740131_11347,n01756291_18615
n03773504_7719,n04008634_7589
n02091467_4122,n02109961_12142
n02106030_655,n02106166_271
n02113023_720,n02113186_595
n02094114_7423,n02094258_6113
n07711569_1385,n07871810_3527
n01773549_35,n01774384_135
n02107574_240,n02109525_1267
n02422699_3144,n02423022_2791
n04037443_8458,n04285008_4005
n02087394_7437,n02100583_9260
n01753488_5809,n01756291_9148
n03085013_21932,n03832673_15368
n04270147_7536,n04596742_10925
n03630383_8565,n04317175_11838
n01755581_7727,n01756291_9488
n04597913_855,n07583066_1366
n03063599_5415,n07930864_16872
n01753488_2937,n01756291_4640
n03773504_15705,n04008634_15814
n02097047_7079,n02097209_4227
n01797886_9274,n01807496_7760
n03179701_495,n04004767_7406
n01629819_13329,n01630670_1170
n02107683_2352,n02107908_1520
n01797886_9845,n01807496_8193
n01514668_19607,n01514859_7606
n02978881_23098,n04041544_13206
n03930313_11078,n04604644_7480
n03196217_6946,n03197337_7802
n01644373_14797,n01644900_17256
n02115913_1142,n02115913_2029
n02102480_10749,n02102973_7083
n02395406_6006,n02396427_3487
n02669723_7495,n03787032_7024
n01798484_68,n01807496_94
n02102040_5497,n02102480_2716
n13044778_2379,n13052670_2956
n03796401_9429,n04467665_44215
n03085013_19303,n04152593_20787
n03538406_567,n03868242_9125
n02974003_240,n03208938_5059
n03782006_3457,n04152593_23627
n02096294_6721,n02097658_200
n01682714_14317,n01693334_12527
n01753488_11018,n01756291_18197
n03642806_8415,n03832673_14788
n01797886_347,n01807496_287
n01914609_165,n02607072_208
n01753488_27244,n01756291_33238
n13037406_3685,n13044778_5277,n13052670_6647
n02422699_774,n02423022_695
n03710637_13006,n03710721_10154
n02002556_7517,n02002724_5575
n07749582_3650,n07753592_1193
n01797886_16474,n01807496_13552
n01797886_15633,n01807496_4822
n01871265_425,n02504013_5261
n04039381_12832,n04409515_5974
n03017168_54450,n03447721_44430
n02395406_28506,n02396427_16869
n02107908_8502,n02108000_3860
n03710637_7743,n03710721_16473
n02895154_25617,n03146219_11575
n03773504_10090,n04008634_23154
n02978881_15115,n02979186_323
n02089867_3487,n02089973_3862
n02114367_21679,n02115641_6086
n02088094_4455,n02090622_3387
n02895154_40847,n03146219_22907
n02978881_10190,n02979186_7712
n03476991_7583,n03742115_8611
n02403003_5322,n03868242_2134
n02422106_1010,n02422699_2547,n02423022_2225
n03710637_3832,n03710721_8122
n03017168_15726,n03447721_9100
n03633091_3034,n04597913_1622
n04560804_6628,n04579145_1546
n02403003_9652,n03868242_5019
n03929660_16178,n04476259_16022
n02395406_39016,n02396427_23137
n01797886_14020,n01807496_11605
n02113023_8278,n02113186_7032
n02749479_4600,n04090263_8796
n02104365_5740,n02104365_7953
n03249569_30320,n04311174_2632
n01797886_9406,n01807496_7868
n03017168_66650,n03447721_32797
n03710637_9101,n03710721_867
n03773504_19138,n04008634_18666
n01978287_6121,n01981276_10306
n03630383_7947,n04317175_10836
n02799071_20447,n09835506_4689
n01773157_981,n01773797_1016
n04153751_6580,n04154565_8265
n01729977_1134,n01739381_402
n02895154_32847,n03146219_1010
n02167151_1509,n02172182_1650
n02412080_5525,n02415577_11165
n01978287_1359,n01981276_12107
n03773504_4107,n04008634_18464
n01797886_14583,n01807496_12068
n03773504_10286,n04008634_3245
n02066245_1313,n02071294_3433
n01491361_7032,n02640242_33027
n01882714_281,n01883070_87
n03773504_8894,n04008634_8896
n01877812_2665,n02326432_3367
n02441942_22033,n02443114_12094
n03710637_12153,n03710721_24445
n03633091_15722,n04597913_3869
n01753488_10633,n01756291_16993
n02895154_5361,n03146219_1843
n01773157_1476,n01773797_1495
n02097047_3430,n02097209_3721
n02443114_19296,n02445715_4432
n02981792_7547,n04483307_9274
n04591713_10614,n07892512_28101
n02096294_3387,n02097658_11220
n04591713_8062,n07892512_2617
n03124043_6045,n03124170_7964
n02492035_13510,n02493509_4649
n03773504_6012,n04008634_19994
n03710637_4696,n03710721_9947
n01797886_19001,n01807496_21025
n02443114_6499,n02443484_5725
n03400231_18651,n04596742_11874
n03584254_4677,n04041544_28693
n03481172_13494,n03498962_11742
n02088094_1499,n02091831_1445
n02979186_3902,n03290653_8373
n12998815_14907,n13040303_727
n02107574_5659,n02107908_11213
n02484975_5457,n02486261_11686
n02493509_684,n02494079_711
n02123045_5446,n02123159_3353
n13044778_248,n13052670_310
n02490219_4881,n02493509_16850
n02085782_8363,n02086910_15988
n03773504_9275,n04008634_22515
n01795545_13105,n01797886_1650
n02395406_645,n02396427_5196
n03180011_10679,n04152593_16393
n02115913_1859,n02116738_6368
n03532672_20562,n03627232_13608
n03196217_4859,n03197337_5603
n03710637_4052,n03710721_8607
n03196217_5670,n03197337_6532
n02441942_6075,n02442845_5708
n03773504_12044,n04008634_24654
n03773504_6193,n04008634_20149
n02979186_12118,n02988304_12526,n03691459_65811
n03782006_6957,n04152593_28626
n03710637_16215,n03710721_31437
n03930313_17328,n04604644_11851
n12144580_34181,n13133613_61339
n02105162_2079,n02105162_6449
n03424325_7457,n04493381_44228
n04264628_1684,n04505470_785
n02109961_10436,n02110185_7337
n02979186_15039,n04392985_9506
n02093256_11342,n02093428_15464
n02109961_404,n02110185_1050,n03218198_8641
n01641577_3672,n01644900_12954
n01753488_9433,n01756291_14978
n03773504_9595,n04008634_22767
n01753488_22435,n01756291_23546
n02749479_5803,n04090263_11029
n02106030_6923,n02106166_2852
n01729977_1821,n01739381_623
n02114367_9188,n02114548_6591
n03710637_846,n03710721_1884
n02930766_5351,n03770679_1664
n01877812_10137,n02326432_12525
n02769748_15571,n03709823_4089
n01797886_4559,n01807496_9888
n02676566_5363,n03272010_5421
n02106030_8086,n02106166_5772
n03773504_3656,n04008634_18084
n01797886_6001,n01807496_5050
n03633091_14047,n03786901_10918
n02119022_5944,n02119789_3180,n02120505_5158
n02113624_712,n02113799_568
n02412080_3109,n02415577_3830
n02979186_9076,n02988304_9382
n03710637_847,n03710721_3488
n03775546_8672,n07717556_5611
n03782006_4403,n04152593_25052
n02442845_7920,n02444819_8251
n03633091_15216,n04597913_3301
n03680355_1337,n04254777_3268
n02107683_707,n02107908_466
n01667778_3237,n01669191_2608
n02098286_2578,n04493381_54142
n02108089_1970,n02791124_2197
n02895154_30492,n03146219_14875
n02412080_12171,n02415577_15213
n01917289_486,n09256479_1139
n01773157_1208,n01773797_1222
n03980874_10710,n04599235_17375
n03773504_19144,n04008634_18672
n02749479_249,n04090263_485
n02441942_4393,n02442845_4119
n03710637_6603,n03710721_12501
n03782006_3066,n04152593_23055
n03933933_12077,n04311004_1993
n01729977_7237,n01739381_2381
n02110341_10334,n02364673_3375
n01773797_2628,n01774384_5184
n01484850_13861,n01491361_4424
n12144580_50208,n13133613_91095
n01675722_5150,n01685808_6709
n03000247_26700,n03710193_15765
n02395406_25570,n02396427_15102
n02403003_3428,n03868242_10041
n03710637_13057,n03710721_25906
n03017168_34958,n03447721_20275
n02442845_24355,n02443114_34197
n03782006_6435,n04152593_27876
n02094114_3207,n02096294_2051
n01753488_1314,n01756291_2158
n02422699_31124,n02423022_36526
n01797886_9823,n01807496_8177
n02113023_2850,n03000134_1598
n02988304_1223,n04041544_3577
n07583066_2117,n07718472_4619
n01630670_8438,n01631663_3820
n02441942_20134,n02442845_20983
n01675722_6310,n01685808_7935
n03534580_5477,n03866082_2313
n01773157_3797,n01773797_4006
n02895154_11517,n03146219_5334
n02492660_9260,n02493793_7444
n03773504_12796,n04008634_15296
n02966687_12620,n03658185_57594
n02109961_9907,n02110185_9415
n07717410_8751,n07717556_10470
n01797886_14678,n01807496_12148
n02749479_3207,n04090263_6141
n02113624_2636,n02113712_1822
n02441942_2434,n02442845_2365
n01753488_10949,n01756291_17920
n02895154_16582,n03146219_7554
n02090622_6570,n02092002_4895
n01751748_4324,n01753488_5124
n01514668_18992,n01514859_6858
n04037443_19626,n04285008_9375
n02412080_8446,n02415577_10515
n01682714_7294,n01693334_6269
n02690373_8163,n04592741_37507
n01797886_9969,n01807496_8283
n02093991_8837,n02098105_8509
n02113023_4863,n02113186_4088
n02669723_5279,n03787032_5090
n02808440_14855,n04493381_8931
n01682714_3046,n01693334_2674
n03196217_4912,n03197337_5660
n02097298_8688,n02108422_2842
n02979186_15599,n04392985_6310
n01797886_19372,n01807496_21259
n03710637_8157,n03710721_16100
n02107574_3662,n02107908_8696,n02108000_4054
n03017168_40563,n03447721_23544
n01753488_10102,n01756291_16135
n03710637_9698,n03710721_20148
n02107908_12373,n02108000_7438
n03769881_4361,n03770679_13409
n02690373_4183,n04592741_4882
n01729977_4500,n01739381_1505
n02114367_16450,n02114712_4737
n02169497_2834,n02177972_3414
n01917289_3347,n09256479_7270
n02484975_1511,n02493509_2932
n03773504_770,n04008634_14505
n03782006_13555,n04152593_38206
n02443114_855,n02443484_719
n01773157_2249,n01773797_2394
n01797886_6114,n01807496_5143
n01796340_2057,n01806567_2907
n02091244_2730,n02110806_3076
n02106030_3800,n02106166_1547
n03773504_5240,n04008634_19357
n03400231_24556,n04270147_20153
n01729977_18657,n01739381_6644
n03017168_2044,n03447721_1150
n02749479_4563,n04090263_8729
n03782006_12769,n04152593_37050
n02865351_2471,n02999410_2384
n01978455_670,n01986214_1290
n02113978_3178,n02113978_530
n02094433_3021,n02097658_854
n02403003_5782,n03868242_1264
n01753488_10899,n01756291_17701
n02093991_1254,n02095314_861
n03899768_63502,n03991062_14010
n07742313_6236,n07747607_15354
n03773504_16296,n04008634_16332
n07579787_20547,n07875152_5179
n01734418_1879,n01740131_12386
n03535780_5363,n03888605_28169
n02669723_8349,n03787032_7793
n01667114_745,n01667778_14021
n03782006_43721,n04152593_79171
n02107574_5286,n02107908_10825,n02108000_5965
n02669723_9481,n03787032_5364
n03637318_10334,n04380533_5042
n01729322_1330,n01753488_1322
n02128385_10979,n02128757_13945
n01682714_5966,n01693334_2637
n02107908_11866,n02108000_6984
n02442845_12486,n02444819_13102
n02105251_5109,n02105505_2558
n02690373_3451,n04592741_4070
n01755581_13329,n01756291_16530
n02095314_2964,n02095570_5404
n01753488_285,n01756291_12477
n03633091_15915,n04596742_25703
n02795169_32729,n04049303_6042
n02412080_1002,n02415577_1201
n03633091_17919,n04263257_9049
n02119789_6118,n02120505_17224
n02749479_191,n04090263_382
n02119789_9517,n02120505_15761
n01630670_6184,n01631663_8348
n02791124_7003,n02791270_19937
n01729977_12833,n01739381_4102
n03983396_3690,n04525305_7608
n02895154_1270,n03146219_1398
n02895154_6921,n03146219_3219
n02097474_4965,n02108551_3523
n01795545_5811,n01807496_16485
n02395406_2098,n02396427_1225
n01797886_4981,n01807496_4176
n01795545_16156,n01797886_9939,n01798484_13871
n03085013_23552,n03180011_715
n03782006_3064,n04152593_23051
n01797886_2986,n01807496_2534
n02669723_14589,n03787032_7218
n02165105_3591,n02167151_8146
n02093991_7348,n02098105_6892
n01753488_15197,n01755581_6300,n01756291_10235
n01978287_4108,n01981276_6802
n02091831_8431,n02092002_4792
n02106030_9400,n02106166_3872
n02100735_8579,n02101388_8242
n01753488_3690,n01756291_5861
n02441942_11099,n02442845_25703
n01630670_1807,n01631663_2210
n01773157_3652,n01773797_3855
n04153751_27567,n04154565_28892
n03976657_24840,n04458633_4713
n03032252_34588,n04418357_5148
n03710637_12997,n03710721_10138
n01729977_15641,n01739381_4708
n02840245_5099,n03291819_7138
n01871265_2240,n02504458_3576
n01833805_76,n01843065_22
n02441942_1354,n02443114_1880
n02093256_6031,n02093428_8247
n02669723_2500,n03787032_2452
n03961711_10266,n04332243_13991
n03773504_12371,n04008634_24911
n02095570_10402,n02108915_2763
n02493509_5734,n02494079_5703
n03710637_3100,n03710721_6640
n01877812_81,n02326432_122
n07753275_27111,n07753592_20750
n02396427_96,n02397096_54
n02137549_11248,n02138441_2503
n03691459_45493,n04041544_9323
n01630670_5459,n01631663_6156
n01753488_9156,n01756291_14516
n02099601_429,n02111500_461
n01753488_8196,n01756291_12870
n02085620_5477,n02107312_2954
n03782006_761,n04152593_19791
n02094114_3229,n02094258_2681
n01675722_870,n01685808_6537
n04591713_7220,n07892512_40355
n12144580_1599,n13133613_2877
n02669723_294,n03787032_281
n03773504_2797,n04008634_17457
n02493509_12815,n02494079_14544
n03773504_29703,n04008634_51379
n01682714_13776,n01693334_12082
n02804414_1279,n03131574_4275
n02090622_2627,n02092002_1924
n01755581_13795,n01756291_17191
n04560804_8457,n04579145_1968
n02412080_7434,n02415577_9241
n01797886_12947,n01807496_10755
n02708093_6912,n04328186_31779
n03710637_5354,n03710721_11388
n02094258_6606,n02096294_5205
n02099267_3634,n04254680_1300
n01773157_1392,n01773797_3725
n02093647_6193,n02095314_1059,n02095570_2780
n02395406_34328,n02396427_20431
n01983481_20454,n01984695_42852
n03710637_1760,n03710721_542
n03782006_9891,n04152593_32732
n03908618_7683,n04026417_11242
n02101388_7732,n02102040_5568
n02167151_9498,n02169497_6005
n03773504_13364,n04008634_25701
n02113023_2898,n02113186_2430
n03450230_17886,n04525038_12508
n03782006_10814,n04152593_34079
n03017168_4794,n03447721_2739
n03017168_16932,n03447721_9831
n01580077_13450,n12144580_18451
n03710637_7604,n03710721_17499
n03782006_4635,n04152593_25334
n01753488_7894,n01756291_12424
n01797886_15239,n01807496_11945
n02109961_4820,n02110185_3308
n02441942_23421,n02443114_2687,n02443484_14657
n02395406_3211,n02396427_1841
n02086240_2516,n02098413_4086
n02790996_3412,n03255030_3108
n02107908_11457,n02108000_6596
n01871265_3731,n02504013_8926
n01484850_18113,n01491361_5759
n01740131_17856,n01744401_3377
n02091032_1554,n02107312_952
n02441942_2421,n02443114_3290
n01753488_12248,n01756291_2144
n03782006_29908,n04152593_61014
n02412080_5992,n02415577_7393
n01608432_7463,n01622779_3265
n02441942_17277,n02443114_44238
n03710637_2362,n03710721_5121
n03017168_386,n03447721_204
n02280649_3679,n02281406_4821
n07711569_6003,n07871810_14488
n02443114_16402,n02443484_14397
n03388043_14208,n03903868_50629
n03773504_7431,n04008634_2192
n03642806_15887,n04589890_4029
n03782006_19100,n04152593_46583
n02093647_1766,n02093647_3277
n02097130_7050,n02097209_4240
n02094114_5876,n02094258_4827
n01728572_5472,n01735189_11122
n03710637_448,n03710721_1055
n02009229_3591,n02009912_6244
n03710637_991,n03710721_2191
n01797886_9794,n01807496_8155
n02115913_460,n02120079_1758
n02116738_937,n02117135_3622
n01753488_10928,n01756291_17787
n01740131_10158,n01753488_10845
n01753488_8509,n01756291_13430
n01871265_6786,n02504458_10955
n02493509_14863,n02494079_17273
n02128385_6648,n02128757_6577
n01630670_1190,n01631663_1460
n01978287_8635,n01978455_12359
n03017168_42139,n03447721_24506
n01729322_8642,n01753488_8471
n03125729_16047,n03131574_70488
n02115641_6940,n02115913_2139
n02484975_5452,n02486261_11679
n02113023_12660,n02113186_10647
n03773504_11447,n04008634_24174
n04264628_579,n04505470_5043
n03782006_5294,n04152593_26280
n03291819_10611,n04548362_27730
n03782006_2654,n04152593_22460
n03782006_5736,n04152593_26950
n01737021_8155,n01751748_8753
n03782006_2651,n04152593_22451
n02093991_2408,n02098105_2132
n01753488_948,n01756291_1596
n04162706_1924,n04356056_2686
n01797886_11310,n01807496_11550
n02115913_1552,n02115913_3270
n02979186_2186,n04392985_6966
n02107574_3133,n02108551_6031
n02412080_2284,n02415577_2818
n02395406_8147,n02396427_4769
n02100735_5757,n02100877_6940
n02395406_22568,n02396427_14516
n02979186_5280,n04041544_15446
n02486410_10668,n02492660_8362
n03452741_2624,n04515003_2676
n03633091_16462,n04597913_2758
n01728572_2387,n01729322_2893
n03773504_4446,n04008634_18703
n01682714_2036,n01693334_1819
n02669723_4971,n03787032_4837
n02412080_3002,n02415577_3708
n01682714_12654,n01693334_11088
n02097047_3200,n02097209_2766
n03773504_2743,n04008634_2632
